"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"12/28/2016","2016-016488PRJ","Project Profile (PRJ)","6 - 7th Street - AT&T Mobility ROW WTS Facility","Submitted","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFPUC Steel Light Pole.",,
"12/28/2016","2016-016502EEC","Categorical Exemption (EEC)","Modus-Verizon Cell Sites on Poles in Pacific Heights","Closed - CEQA Clearance Issued","Installation of Verizon Wireless personal wireless services facilities on existing SFPUC pole near 2599 Sacramento St.",,
"12/28/2016","2016-016503PRL","Project Light (PRL)","302 MAPLE ST","Closed","Remove non-visible window in light well.  Not visible from street.",,
"12/28/2016","2016-016504ENF","Enforcement (ENF)","915 Cayuga Avenue","Under Review","live work space - concerned about safety3/6/17 - another complaint received fore that the warehouse not only people are living illegally and is haphazardly put together but children take classes there and is not safe",,
"12/28/2016","2016-016505PRL","Project Light (PRL)","627 VALLEJO ST","Closed","wall sign meeting planning code section 607.1- (B)   Wall Signs. The Area of all Wall Signs shall not exceed two square feet per foot of street frontage occupied by the use measured along the wall to which the Signs are attached, or 100 square feet for each street frontage, whichever is less. The Height of any Wall Sign shall not exceed 24 feet, or the height of the wall to which it is attached, or the height of the lowest of any residential windowsill on the wall to which the Sign is attached, whichever is lower. Such Signs may be Nonilluminated, Indirectly Illuminated, or Directly Illuminated.please note a window sign is proposed but a building permit application is not required - it shall also meet section 607.1 - no BBNs or planning code complaints.",,
"12/28/2016","2016-016507ENF","Enforcement (ENF)","986 South Van Ness","Closed - No Violation","mechanic shop change ownership and the new owner is also working as body shop, there is also chemical spray and also parking a number of cars in the sidewalk",,
"12/28/2016","2016-016508PRL","Project Light (PRL)","1750 32nd Avenue","Closed","Garage door replacement (frosted glass panels, same size as existing), infill portion of tunnel entrance, interior alterations, including new master suite at ground floor (meets rooms-down for direct access, indirect connection, and full bath).",,
"12/28/2016","2016-016509PRL","Project Light (PRL)","303 2ND ST","Closed","Construction of structural storefront windscreen for outdoor dining area; maximum 9' high from grade.",,
"12/28/2016","2016-016510PRL","Project Light (PRL)","2159 CALIFORNIA ST","Closed","Add exterior window openings -- two visible from street at lower level from side (non-primary) facade.  No character-defining siding features removed. Remove non-compliant deck and crawl space below at rear.",,
"12/28/2016","2016-016511PRL","Project Light (PRL)","474 Princeton Street","Closed","approved to remove additions on either side of rear pop-out, per NOV 20165143",,
"12/28/2016","2016-016512EEC","Categorical Exemption (EEC)","76 Oakwood Street","Closed - CEQA Clearance Issued","The proposed project is to add a new 1425 sq. ft. living unit and alterations to existing residence.",,
"12/28/2016","2016-016512ENV","Environmental (ENV)","76 Oakwood Street","Closed - CEQA Clearance Issued","Alterations to an existing two-story single-family home. Excavate at ground level to create habitable space and to add a new dwelling unit. Interior and HVAC work throughout building. New doors and windows.",,
"12/28/2016","2016-016512PRJ","Project Profile (PRJ)","76 Oakwood Street","Open","The proposed project is to add a new 1425 sq. ft. living unit and alterations to existing residence.",,
"12/28/2016","2016-016516PRL","Project Light (PRL)","37 Pasadena Street","Closed","replacement of two windows visible from the street (fiberglass frame). Casement-picture-casement and double-casement operation.",,
"12/28/2016","2016-016517PRL","Project Light (PRL)","18 GARDENSIDE DR","Closed","Moment frame with garage at existing post location.  Painted to match.",,
"12/28/2016","2016-016518PRL","Project Light (PRL)","3541 20TH ST","Closed","Interior layout work.  No exterior alterations.  No original character defining features to be removed.  Revision to BPA 201412103460.  App to advise DCP if CDFs found and of original CDF prior to any removal.",,
"12/28/2016","2016-016519PRL","Project Light (PRL)","1275 REVERE AVE","Closed","rooms down single family dwelling having indirect access to the street with limited visual connection btw floors - at the ground floor - full bath is permitted - wet bars are not allowed in this case.  please note the approval of this permit does not eliminate dwellings of any type - legal or unauthorized. Less than 75 percent interior demo - notice is not required - no expansion per this application.  1 off street parking space will remain.No BBNs or planning code complaints.",,
"12/28/2016","2016-016520PRL","Project Light (PRL)","101 HENRY ADAMS ST","Closed","SUITE 255: REMODEL EXISTING BUILDING SPACE CONSISTING OF REMOVAL OF E INTERIOR NON LOAD BEARING WALLS, DOORS, AND NON STRUCTURAL HEADERS, RELOCATE E POWER AND DATA OUTLETS FROM WALLS BEING REMOVED TO EXISTING WALLS. ALL EXISTING CIRCUITS AND DATA PORT TO REMAIN. ACCESSORY 12 x 14 OFFICE TO SHOWROOM.",,
"12/28/2016","2016-016521PRL","Project Light (PRL)","555 NORTH POINT ST","Closed","sign copyt change for existing Hyatt hotel (now branded as Hyatt Centric"" instead of Hyatt Fishermans Wharf)",,
"12/28/2016","2016-016522PRL","Project Light (PRL)","667 34TH AVE","Closed","REPLACEMENT OF NA EXISITNG PICTURE WINDOW & ADDITOIN OF A NEW DOUBLE HUNG WINDOW AT 1ST FLOOR. REPLACEMENT OF AN EXISITNG EXTERIOR WINODW & DOOR WIHT A NEW FRENCH DOOR AT EXISTING 2ND FLOOR BALCONY.",,
"12/28/2016","2016-016523PRL","Project Light (PRL)","235 MOSCOW ST","Closed","Add bedroom and full bathroom on ground floor of existing single-family dwelling unit.",,
"12/28/2016","2016-016524ENF","Enforcement (ENF)","1301 17th Street","Under Review","illegal housing and event space in warehouse",,
"12/28/2016","2016-016525CUA","Conditional Use Authorization (CUA)","332 08TH ST","Closed - Approved","Request for Conditional Use Authorization, pursuant to Planning Code Sections 303.1, 703.4 and 841 to allow the establishment of a formula retail furniture and home accessories store (DBA Camerich) in a vacant ground floor tenant space within a newly constructed mixed-use building, located in the WMUG - WSoma Mixed Use-General Zoning District and a 55 as well as 65-X Height and Bulk District.",,
"12/28/2016","2016-016525PRJ","Project Profile (PRJ)","332 08TH ST","Closed","1ST TIME NEW RETAIL TENANT - ADDING ADDITOINAL WALL FOR STORAGE ROOM & BATHROOM (ADA), PLUMBING FOR BATHROOM FIXTURE, ELECTRICAL & MECHANICAL . REF PA #201307303137. N/A MAHER ORDINANCE",,
"12/28/2016","2016-016526PRL","Project Light (PRL)","3606 TARAVAL ST","Closed","Revision to Building Permit No. 2015.0825.5189 to increase a limited restaurant authorized by CPC motion #19562 by 160 square feet.",,
"12/28/2016","2016-016528PRL","Project Light (PRL)","650 MISSOURI ST","Closed","Replace 25 windows in-kind (12 wood casement at the front of house and 13 vinyl windows at the side and back of home). Install approximately 1,000 sf of hardy siding on front and back facades.",,
"12/28/2016","2016-016529PRJ","Project Profile (PRJ)","1580 Mission Street - AT&T Mobility ROW WTS Facility","Submitted","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFMTA Steel Light Pole.",,
"12/28/2016","2016-016530PRJ","Project Profile (PRJ)","1400 Mission Street - AT&T Mobility ROW WTS Facility","Application Accepted","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFMTA Steel Light Pole.",,
"12/28/2016","2016-016531PRL","Project Light (PRL)","426 08TH AVE","Closed","Reroof existing flat roof, not visible from public right-of-way.",,
"12/28/2016","2016-016532PRL","Project Light (PRL)","3300 LAGUNA ST","Closed","Covert portion of existing storage to laundry room on the ground floor of existing multi-family building (12 units).",,
"12/28/2016","2016-016533PRL","Project Light (PRL)","1264 FUNSTON AVE","Closed","1st floor: add 1 bedroom, 1 full bathroom, storage room, mechanical room, and recreation room. 2nd floor: New Spiral stairs to connect 1st floor.",,
"12/28/2016","2016-016534PRJ","Project Profile (PRJ)","Median Strip on Guerrero Street, between 21st and Hill Streets - T-Mobile ROW WTS Facility","Open","ExteNet Systems for T-Mobile ROW WTS Facility: Installation and operation of wireless equipment and antennas for T-Mobile on Existing SFMTA Steel Light Pole.",,
"12/28/2016","2016-016535PRJ","Project Profile (PRJ)","Median Strip on Guerrero Street, between 21st and Hill Streets - T-Mobile ROW WTS Facility","Submitted","ExteNet Systems for T-Mobile ROW WTS Facility: Installation and operation of wireless equipment and antennas for T-Mobile on Existing SFMTA Steel Light Pole.",,
"12/28/2016","2016-016539PRJ","Project Profile (PRJ)","1148 - 1160 Taylor Street","Closed","SOFT STORY RETROFIT TO COMPLY W/ SFBC CHAPTER 34B USING IEBC A4. INCLUDES NEW ENTRY DOORS ON FRONT FACADE.",,
"12/28/2016","2016-016540PRJ","Project Profile (PRJ)","2563 47TH AVE","Under Review","ADD 15'X25' REAR 2 STORY ADDITION TO INCLUDE: 1ST FLR; ADD BDRM, BATH, LAUNDRY & INTERIOR STAIRS. 2ND FLR; REMODEL KITCHEN, ADD STUDY & EXTERIOR STAIRS TO REAR YARD & (2) SKYLIGHTS.",,
"12/28/2016","2016-016541ENF","Enforcement (ENF)","871 Foerster Street 2nd Potential Reported Short-Term Rental Violation","Closed","2nd Potential Reported Violation for illegal short-term rentals. Based on staff review it appears new tenants are not short-term rental (less than 30 day stays) guests. No violation.",,
"12/28/2016","2016-016542PRJ","Project Profile (PRJ)","187 15TH AVE","Closed","3 LEVEL REAR ADDITION & INTERIOR REMODEL (KITCHEN, DINING, MASTER SUITE, BATH) PARTIAL LOWER LEVEL CONVERSION TO LIVING SPACE WITH LOWERED SLAB (FAMILY ROOM, GUEST BEDROOM, BATH, LAUNDRY) INCREASE FROM 3 BEDROOM / 1.5 BATHS TO 4 BEDROOMS / 3.5 BATH HOME.",,
"12/28/2016","2016-016544COA","Certificate of Appropriateness (COA)","1276 MARKET ST","Under Review","Administrative Certificate of Appropriateness : (N) FACADE TO INCLUDE (N) SIGN, TRANSOM WINDOWS, (N) ENTRY DOOR, (N) EXTERIOR CASEWORK, REFINISHING AS NEEDED & PAINT.",,
"12/28/2016","2016-016544PRJ","Project Profile (PRJ)","1276 MARKET ST","Application Accepted","(N) FACADE TO INCLUDE (N) SIGN, TRANSOM WINDOWS, (N) ENTRY DOOR, (N) EXTERIOR CASEWORK, REFINISHING AS NEEDED & PAINT.",,
"12/28/2016","2016-016546PRJ","Project Profile (PRJ)","878 RHODE ISLAND ST","Under Review","TO DEMOLISH A 2 STORIES OF 2 FAMILY DWELLING and ERECT 4 STORIES OF 3 FAMILY DWELLINGS",,
"12/28/2016","2016-016548PRL","Project Light (PRL)","737 46th Avenue","Closed","Lightwell infill at basement and first floor with 1' side setback at first floor; no other work.",,
"12/28/2016","2016-016549PRJ","Project Profile (PRJ)","149 09TH ST","Under Review","Change in Use from Light Manufacturing to Office Use",,
"12/28/2016","2016-016550PRJ","Project Profile (PRJ)","490 WEST PORTAL AVE","Application Accepted","ERECT 1 STORY EDUCATIONAL/GYM, NO BASEMENT.",,
"12/28/2016","2016-016551PRJ","Project Profile (PRJ)","155 MONTGOMERY ST","Closed","TO ERECT NON-ELECTRIC, PROJECTING, DOUBLE FACED SIGN.",,
"12/28/2016","2016-016552PRL","Project Light (PRL)","1329 REVERE AVE","Closed","rooms down single family dwelling having indirect access to the street with limited visual connection btw floors - on the ground floor - full baths are allowed in this case - wet bars are not allowed on the ground floor - please note 73 percent of the interior walls will be demo'd - notice is not required.  Interior remodel will not eliminate a dwelling unit of any type in this case.other scope of work includes - reduction of the tunnel entrance leaving a 4 foot recess - no changes to the front windows - please see Google photos 2016 for existing front window conditions to remain. At the rear of the building shade structure built without benefit of a permit shall be demolished and not replace -existing deck's legality shall be called out by the building inspection - if illegal notice is required for the legalization of said deck.No BBNs or planning code complaints.  No changes to the front windows - Deck legality to be determine by DBI (keepers of all records in this case.)",,
"12/28/2016","2016-016553PRL","Project Light (PRL)","443 Capistrano Ave.","Closed","Replace existing bay windows with Marvin clad picture window in the center and hung side sashes; two other hung windows at primary facade, two windows at side and rear with no rqmts.",,
"12/27/2016","2016-009285EEC","Categorical Exemption (EEC)","825 DE HARO ST","Closed - CEQA Clearance Issued","REMODEL W/ REAR & 2-STORY ADDITION. BASEMENT:(N)KITCHEN,STORAGE,MECH,BATH, ART STUDIO & GYM. 1ST FL:(N)GARAGE,1/2 BATH. 2ND FL: (N)BEDRM/BATH SUITES, (2)DECKS,DEN,LAUNDRY,CLOSET,BATH. 3RD FL: (N)MASTER SUITE, MUSIC/LVING RM, DECK & (2)OFFICES. 4TH FL: (N)KITCHN,LIVING,DINING",,
"12/27/2016","2016-009285ENV","Environmental (ENV)","825 DE HARO ST","Under Review","Exterior and interior alterations to an existing two-story single-family home with parking for two vehicles. Horizontal rear addition and two-story vertical addition, add one additional parking space. Add roof decks and elevator shaft.",,
"12/27/2016","2016-016391PRL","Project Light (PRL)","2400 19TH AVE","Closed","Erect new projecting sign 9 square feet in total with lowest portion 12 feet above curb. Directillumination only during business letters.",,
"12/27/2016","2016-016392ENF","Enforcement (ENF)","3508 24th Street","Closed - Abated","Illegal short-term rentals in two (2) dwelling units, by property ownership, on Airbnb. Notice of Violation issued. Listings removed or converted to 30 day minimum stays. Future short-term rental stays cancelled. Penalty paid. Violation is now abated (resolved).",,
"12/27/2016","2016-016393PRL","Project Light (PRL)","2618 20TH ST","Closed","Remove and replace existing retaining wall at rear property line - not to exceed six feet abovegrade.",,
"12/27/2016","2016-016394PRL","Project Light (PRL)","124 04TH AVE","Closed","rooms down (half bathroom) - open visual and direct access; no other work",,
"12/27/2016","2016-016406PRL","Project Light (PRL)","370 FILLMORE ST","Closed","Repair and replace front facade siding in-kind.",,
"12/27/2016","2016-016408ENF","Enforcement (ENF)","600 Guerrero","Closed - No Violation","unpermitted restaurant (Tartine Bakery) .  Type 41 approved by Planning in error",,
"12/27/2016","2016-016410ENF","Enforcement (ENF)","423 Ramsell Street","Closed - Abated","front yard paving",,
"12/27/2016","2016-016412ENF","Enforcement (ENF)","431 Ramsell Street","Under Review","illegal front yard paving",,
"12/27/2016","2016-016413ENF","Enforcement (ENF)","438 Ramsell Street","Closed - Abated","illegal front yard paving",,
"12/27/2016","2016-016418PRL","Project Light (PRL)","2700 45TH AVE","Closed","New canopy on 45th Ave street side meeting PC Section 136.1 (b). No other work.",,
"12/27/2016","2016-016420PRL","Project Light (PRL)","1012 TENNESSEE ST","Closed","Replace one existing, non-visible window at side yard with new, in-kind custom built wood window.",,
"12/27/2016","2016-016423ENF","Enforcement (ENF)","447 Ramsell Street","Closed - Abated","illegal front yard paving",,
