"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"06/14/2017","2017-007436PTA","Permit to Alter Major/Minor (PTA)","768 MARKET ST","Accepted","Replace (1) existing wall sign with new wall sign for ""Verizon"".",,
"06/14/2017","2017-007438PRL","Project Light (PRL)","375 DIAMOND ST","Closed","Reroofing: apply a layer of coating on the existing roof, less than 2 inches in thickness.",,
"06/14/2017","2017-007439PRV","Project Review Meetings (PRV)","451 Collingwood Street","Pending Review","451 Collingwood Street (2770/009G); Project Review meeting to discuss a historical (EE) review issues/status and discuss side by side 2 car parking (widen garage door); review 3rd story addition with less than recommended RDG setbacks.  Applicant would like to have a Preservation Planner attend the meeting.",,
"06/14/2017","2017-007441PRL","Project Light (PRL)","2307 CALIFORNIA ST","Closed","Reroofing: replace existing asphalt shingles on gabled roof.",,
"06/14/2017","2017-007442PRL","Project Light (PRL)","3236 PACIFIC AVE","Closed","Reroofing: replace existing roof layers with bitumen membrane on flat roof and replace existing shingles on side wall of roof in-kind with wood shingles.",,
"06/14/2017","2017-007443PRL","Project Light (PRL)","285 Turk St APT 502","Open","#502 - REMOVE EXISTING CABINETS, RELOCATE KITCHEN, ADD SEPERATION FOR NEW BEDROOM, NO STRUCTURAL, NO EXTERIOR WORK.",,
"06/14/2017","2017-007444PRL","Project Light (PRL)","3976 25TH ST","Closed","change to approved plans - garage door to be recessed as shown on plans.No BBNs or planning code complaints.  No other work is allowed per this application.",,
"06/14/2017","2017-007445PRL","Project Light (PRL)","18 PORTOLA DR","Closed","remove unpermitted roof deck and railing",,
"06/14/2017","2017-007446PRL","Project Light (PRL)","487 29TH ST","Closed","Interior renovation of an existing single family dwelling, three stories over basement. Excavate and replace basement foundation to add recreation room, full bathroom, workroom and storage, and add internal stairs between basement, first and second floors. Renovate kitchen and add bathroom on second floor.   Replace and install new windows and doors on rear and side elevation.",,
"06/14/2017","2017-007447PRL","Project Light (PRL)","636 VERMONT ST","Closed","Interior remodel of single family home to install elevator and reconfigure stairs within building envelope. Reduce width of glass sliding doors at rear of third floor.",,
"06/14/2017","2017-007448MIS","Misc. Permits-REF (MIS)","201 Mission Street - Don Julio Kim Vineyards","Approved","ABC - Type 17 & 20",,
"06/14/2017","2017-007449ENF","Enforcement (ENF)","Storefront Transparency Bev Mo","Under Review","Bev Mo storefront transparency.  CU requires windows to be fully open to the inside and with only soft drinks on display, not alcohol.",,
"06/14/2017","2017-007450MIS","Misc. Permits-REF (MIS)","368-374 Bush Street - Sam's Grill & Seafood Restaurant, LLC","Approved","ABC- Type 47",,
"06/14/2017","2017-007451MIS","Misc. Permits-REF (MIS)","415 De Haro Street - Milkbomb Ice Cream","Pending Review","Health - Ice Cream Shop",,
"06/14/2017","2017-007452MIS","Misc. Permits-REF (MIS)","2990 - 24th Street - Son's Addition","Pending Review","ABC - Type 41",,
"06/14/2017","2017-007454MIS","Misc. Permits-REF (MIS)","1334 Ocean Avenue - Annie's Foot Massage LLC","Closed - Approved","Recommend approval. DPH referral for a change of ownership of foot massage establishment dba Annie's Foot Massage. Continuation of existing use per Motion No. 17713 (2008.0875C, NSR#2008I670903 recorded 10/24/08). Subject to conditions approval in motion.",,
"06/14/2017","2017-007455MIS","Misc. Permits-REF (MIS)","5249 Mission Street - Mission Asia Noodle","Approved","ABC - Type 41Approved.  This application goes along with a previous health permit signed off in April 2017.  That approved a restaurant per the notes in that review.  It indicated the ZA looked this over and gave direction to sign off.  Also, the building permit for change of use took place.  Therefore, the ABC license can proceed.",,
"06/14/2017","2017-007458MIS","Misc. Permits-REF (MIS)","2280 Shafter Avenue - Fog City Dog Lodge Inc.","Closed - Approved","Health - Other:  Kennel: Approved as continuation of existing site use, not a change of use",,
"06/14/2017","2017-007459PRV","Project Review Meetings (PRV)","100 Battery Street","Pending Review","100 Battery Street (0262/018); Project Review meeting to confirm compliance with existing zoning in regards to the expansion of the building in accordance with the attached rendering.",,
"06/14/2017","2017-007462ENF","Enforcement (ENF)","408 Elizabeth","Submitted","Possible addition of a garage w/o permit on historic property",,
"06/14/2017","2017-007463MIS","Misc. Permits-REF (MIS)","3434 - 17th Street - Golden State Parking","Approved","Police - Commercial Parking Lot Renewal",,
"06/14/2017","2017-007466PRL","Project Light (PRL)","861 Sutter Street #202","Closed","Interior renovations and replacement of two double-hung windows facing alley to Unit #202; no exterior work.",,
"06/14/2017","2017-007468EIR","Environmental Impact Report (EIR)","SFO - Airport Development Plan 2016","Open","Airport Development Plan Environmental Impact Report - Various construction and enhancement to SFO which would include Airfield, Passenger Terminal, Ground Access and Parking, Support Facilities, and Utilities.",,
"06/14/2017","2017-007468PRJ","Project Profile (PRJ)","SFO - Airport Development Plan 2016","Open","Airport Development Plan Environmental Impact Report - Various construction and enhancement to SFO which would include Airfield, Passenger Terminal, Ground Access and Parking, Support Facilities, and Utilities.",,
"06/14/2017","2017-007472MIS","Misc. Permits-REF (MIS)","2238 Geary Blvd - LAZ Parking CA, LLC","Under Review","Police - Commercial Parking Garage Renewal",,
"06/14/2017","2017-007473MIS","Misc. Permits-REF (MIS)","4141 Geary Blvd. - LAZ Parking CA, LLC","Pending Review","Police - Commercial Parking Garage Renewal",,
"06/14/2017","2017-007474MIS","Misc. Permits-REF (MIS)","2130 O'Farrell Street - LAZ Parking CA, LLC","Pending Review","Police - Commercial Parking Garage Renewal",,
"06/14/2017","2017-007475MIS","Misc. Permits-REF (MIS)","2190 O'Farrell Street - LAZ Parking CA, LLC","Pending Review","Police - Commercial Parking Garage Renewal",,
"06/14/2017","2017-007476PRL","Project Light (PRL)","2121 SACRAMENTO ST","Closed","Replace existing retaining wall.",,
"06/14/2017","2017-007478CND","Condo-REF (CND)","1629 PIERCE ST","Pending Review","E-Condo for 3 Units Condo Conversion",,
"06/14/2017","2017-007479CND","Condo-REF (CND)","496 UTAH ST","Pending Review","E-Condo for 2 Units Condo Conversion",,
"06/14/2017","2017-007480CND","Condo-REF (CND)","1306 MCALLISTER ST","Pending Review","E-Condo for 3 Units Condo Conversion",,
"06/14/2017","2017-007481PRL","Project Light (PRL)","647 Fillmore St.","Closed","Replacement in-kind of shingle roof; no other work.",,
"06/14/2017","2017-007482ETM","Environmental Time and Materials (ETM)","Pink Triangle-2017","Open","Temporary installation of a banner at Christmas Tree Point (Twin Peaks) illuminated by portable floodlights from dusk on June 23, 2017 until 11:50 PM on June 25, 2017.",,
"06/14/2017","2017-007483ENV","Environmental (ENV)","Pink Triangle-2017","Open","Temporary installation of a banner at Christmas Tree Point (Twin Peaks) illuminated by portable floodlights from dusk on June 23, 2017 until 11:50 PM on June 25, 2017.",,
"06/14/2017","2017-007516PRJ","Project Profile (PRJ)","3501 NORIEGA ST","Application Accepted","DWELLING UNIT LEGALIZATION.",,
"06/14/2017","2017-007518PRJ","Project Profile (PRJ)","2350 UNION ST","Application Accepted","ADDITION OF 5 NEW ACCESSORY DWELLING UNITS.",,
"06/14/2017","2017-007521PRJ","Project Profile (PRJ)","20 CEDRO AVE","Application Accepted","REAR DECK ADDITION AND REPLACEMENT OF (E) DECK",,
"06/14/2017","2017-007522PRJ","Project Profile (PRJ)","1201-1211 FOLSOM STREET","Application Accepted","Change of use from existing light manufacturing to office use.",,
"06/14/2017","2017-007524PRJ","Project Profile (PRJ)","64 SURREY ST","Application Accepted","INTERIOR AND FACADE REMODEL AND ALTERATIONS.",,
"06/13/2017","2014-001272GPA","General Plan Amendment-LEG (GPA)","Pier 70-Waterfront Site","Under Review","The proposed project would involve development of a 28-acre site into a mixed-use development, including parks, roads, and infrastructure. Below is a breakdown of the use types of the pier 70-waterfront site development. Residential – Development of a range of 2,000 to 1,000 new dwelling units consisting of approximately 1,712,000 - 903,000. As part of this residential program, Building 2 would be rehabilitated into approximately 120 dwelling units (consisting of approximately 110,000 gsf).Commercial Office – Construction of a range of 1,810,00 million gsf to 900,000  gsf of Class A Office and Research/Development space. As part of the commercial development, a portion of Building 12 would be rehabilitated into commercial office space (consisting of approximately 60,000 gsf).Retail and Arts – Construction of up to 400,000 gsf of new ground floor commercial retail and arts activity space, including small scale local production and small business incubator uses. Approximately 120,000 gsf of the retail and arts space would result from the construction of Buildings E-1A and E-1B, and approximately 115,000 gsf would result from the rehabilitation ofBuildings 12 and 21.Parking – The proposal would provide parking within up to three newly-constructed district parking facilities and/or dispersed within buildings housing other uses, based upon the followingmaximum rates:o Residential Condominium Units: 1.0 space per dwelling unit;o Residential Rental Unit: 0.5 space per dwelling unit;o Commercial (includes office, restaurant, retail and arts, and all other uses): .9 spaces per1,000 gsf of floor areaOpen Space and Recreation – The project includes construction of approximately seven acres of new public open space and recreational areas consisting of: approximately 3.9 acres for the Slipway Commons Waterfront Park; 0.6 acres for Market Square, located between Building 2 and 12; and, approximately 1.7 acres of useable rooftop open space on the district parking facilities.¿Infrastructure Development – The infrastructure development would include a) site preparation, including remediation of contaminated soils, grading, soil compaction and stabilization,construction and installation of water, sanitary sewer, storm drainage, and utility infrastructure,and subsurface improvements to improve seismic conditions; and b) construction of streets andwalkways, shoreline improvements, public access, and parks.",,
"06/13/2017","2015-015133ECD","Community Plan-Determination (ECD)","301 Grove Street","Open","THE WORK CONSISTS OF ADDITIONS & ALTERATIONS TO AN EXISTING 2-STORY TYPE-III COMMERCIAL BUILDING WITH AN OFFICE TENANCY (B-OCCUPANCY) & AT GRADE PARKING GARAGE (S-2 OCCUPANCY). INCLUDED IN THE WORK IS RECONFIGURATION OF EXISTING COMMERCIAL BUILDING TO REPLACE THE (E) PARKING WITH AN ""ACTIVE USE"" PER SF PLANNING CODE SECTIONS 263.20 & 145.1(b)(2). THE PROJECT WILL ALSO ADD 3 NEW STORIES OF RESIDENTIAL UNITS (R-2 OCCUPANCY) OVER THE EXISTING STRUCTURE. A VARIANCE OR REAR YARD MODIFICATION WILL BE REQUIRED FOR THE COURTYARD ON THE 3RD FLOOR",,
"06/13/2017","2016-012108DRP","Discretionary Review - Public Initiated (DRP)","583 47TH AVE","Under Review","Discretionary Review Application for BPA 2015.10.22.0473. Residential Remodel, 3rd floor front deck, 3rd floor rear deck, 4th floor deck.",,
"06/13/2017","2016-015987PCA","Plan Code Amendment-LEG (PCA)","1750 VAN NESS AVE","Under Review","Legislative Amendment application to permit the demolition of the existing 2-story building that is currently used as offices for a Buddhist Cultural Society with a bookstore. The project would construct a 5-story building plus 1 basement level, to accommodate a new Buddhist education and community center.",,
"06/13/2017","2017-000094VAR","Variance (VAR)","856 CAPP ST","Accepted","Variance request from the rear yard and exposure requirements to permit the relocation of an existing earthquake shack at the rear of an existing church and construction of a new 8 unit building.",,
"06/13/2017","2017-007349PRL","Project Light (PRL)","1136 KEARNY ST","Closed","replace original aluminum windows and patio doors with new within existing openings.",,
"06/13/2017","2017-007350PRL","Project Light (PRL)","1559 24TH AVE","Closed","Replace two front windows within existing openings.",,
"06/13/2017","2017-007351PRL","Project Light (PRL)","1939 12TH AVE","Closed","REPLACING 2 WINDOWS LIKE FOR LIKE WITH PAINTABLE WOOD COMPOSITE AND WOOD CLAD. OF THE 2; 1 IS STREET FACING. REPLACING ALUMINUM WITH PAINTABLE WOOD COMPOSITE AND WOOD CLAD IN FRONT. (U FACTOR LESS THAN .32 BEDROOMS COMPLY WITH EGRESS)",,
"06/13/2017","2017-007352PRL","Project Light (PRL)","2350 CASTRO ST","Closed","Revision to BPA 2017.01.24.7751. Replace dry rot framing on front of building. No other work proposed under this permit. Building is not considered a historical resource. No BBNs or planning code complaints in this case.",,
"06/13/2017","2017-007353PRL","Project Light (PRL)","2170 36TH AVE","Closed","replace 5 windows within existing openigs; 2 street-facing to be aluminum-clad; vinyl at rear.",,
"06/13/2017","2017-007354PRL","Project Light (PRL)","1278 FUNSTON AVE","Closed","Repair front door area floor tile and post.",,
"06/13/2017","2017-007355ENF","Enforcement (ENF)","157 Marview Way","Open","Complete change to front facade without Planning review",,
"06/13/2017","2017-007356PRL","Project Light (PRL)","500 CESAR CHAVEZ ST","Closed","Replace 2 existing signs attached to building. Existing signs are 8'-1""W x 12'-0""L. New signs to be 5'-1""W x 11'-8""L. Illuminated. Approved per Section 607(g)(1).",,
